"h","","u","uc","r","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir","ir"
"d","Inner Train Controller Caulfield","itc-cfd","itc-cfd","itc-cfd","cli-traincontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","",".","x",".",".","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Outer Train Controller Burnley","otc-bly","otc-bly","otc-bly","cli-traincontrol","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","","",".",".","x",".","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Outer Train Controller Caulfield","otc-cfd","otc-cfd","otc-cfd","cli-traincontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","","","","","","","","","",".",".","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Outer Train Controller Northern","otc-nor","otc-nor","otc-nor","cli-traincontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","PIDS Operator Caulfield","pi-cfd","pi-cfd","pi-cfd","cli-pidscontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","PIDS Operator Burnley","pi-bly","pi-bly","pi-bly","cli-pidscontrol","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Radio Operator Burnley","ro-bly","ro-bly","ro-bly","cli-radiocontrol","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Radio Operator Caulfield","ro-cfd","ro-cfd","ro-cfd","cli-radiocontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 1 (MCS)","maint-1","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 2 (MCS)","maint-2","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 3 (MCS)","maint-3","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 4 (DRS)","maint-4","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 5 (DRS)","maint-5","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Maintainer 6 (DRS)","maint-6","maint","maint","cli-fullcontrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Fringe Controller Burnley","fc-bly","fc-bly","fc-bly","cli-fringecontrol","","","","","","","","","","","","","x","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Fringe Controller Caulfield","fc-cfd","fc-cfd","fc-cfd","cli-fringecontrol","","","","","","","","","","","","","","x","","","","","","","","","","","","","x","","","x","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Fringe Controller Epping","fc-epp","fc-epp","fc-epp","cli-fringecontrol","","","","","","","","","","","","","","","x","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Fringe Controller Greensborough","fc-grn","fc-grn","fc-grn","cli-fringecontrol","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
"d","Fringe Controller Heidelberg","fc-hdb","fc-hdb","fc-hdb","cli-fringecontrol","","","","","","","","","","","","","","","","","","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","","","","","","","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","","","","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","","","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x","x","x","x","x","","x","x","x","x","x"
